股票代码,股票名称,所属行业,所属概念
300725,药石科技,"医疗研发外包,医疗服务,医药生物",
603041,美思德,"基础化工,化学制品,聚氨酯",
300404,博济医药,"医疗研发外包,医疗服务,医药生物",
716,黑芝麻,"休闲食品,食品饮料,零食",
601579,会稽山,"食品饮料,非白酒,其他酒类",
422,湖北宜化,"农化制品,基础化工,氮肥",
2014,永新股份,"塑料包装,包装印刷,轻工制造",
603285,键邦股份,"基础化工,化学制品,其他化学制品",
778,新兴铸管,"普钢,钢铁管材,钢铁",
301429,森泰股份,"建筑材料,装修建材,其他建材Ⅲ",
301206,三元生物,"食品及饲料添加剂,基础化工,化学制品",
603515,欧普照明,"家用电器,照明设备Ⅲ,照明设备Ⅱ",
2871,伟隆股份,"金属制品,通用设备,机械设备",
600734,实达集团,"IT服务Ⅲ,IT服务Ⅱ,计算机",
300741,华宝股份,"食品及饲料添加剂,基础化工,化学制品",
300832,新产业,"医药生物,医疗器械,体外诊断",
600501,航天晨光,"其他专用设备,机械设备,专用设备",
301097,天益医疗,"医药生物,医疗器械,医疗耗材",
2389,航天彩虹,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
300986,志特新材,"其他专业工程,专业工程,建筑装饰",
600177,雅戈尔,"非运动服装,服装家纺,纺织服饰",
600125,铁龙物流,"铁路运输,交通运输,铁路公路",
600308,华泰股份,"轻工制造,造纸,大宗用纸",
920183,海菲曼,"品牌消费电子,电子,消费电子",
603557,ST起步,"服装家纺,鞋帽及其他,纺织服饰",
738,航发控制,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
600063,皖维高新,"基础化工,化学纤维,其他化学纤维",
600829,人民同泰,"医药流通,医药商业,医药生物",
300132,青松股份,"化妆品,化妆品制造及其他,美容护理",
2694,顾地科技,"建筑材料,管材,装修建材",
600419,天润乳业,"食品饮料,饮料乳品,乳品",
688045,必易微,"半导体,模拟芯片设计,电子",
2132,恒星科技,"金属制品,通用设备,机械设备",
300994,久祺股份,"摩托车及其他,其他运输设备,汽车",
301210,金杨精密,"锂电池,电池,电力设备",
2941,新疆交建,"基建市政工程,建筑装饰,基础建设",
688085,三友医疗,"医药生物,医疗器械,医疗耗材",
2216,三全食品,"预加工食品,食品饮料,食品加工",
300357,我武生物,"其他生物制品,医药生物,生物制品",
301073,君亭酒店,"酒店餐饮,酒店,社会服务",
589,贵州轮胎,"汽车,汽车零部件,轮胎轮毂",
300999,金龙鱼,"粮油加工,农林牧渔,农产品加工",
603519,立霸股份,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
301592,六九一二,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
688198,佰仁医疗,"医药生物,医疗器械,医疗耗材",
603590,康辰药业,"其他生物制品,医药生物,生物制品",
737,北方铜业,"工业金属,有色金属,铜",
688322,奥比中光-UW,"光学元件,电子,光学光电子",
603237,五芳斋,"预加工食品,食品饮料,食品加工",
78,海王生物,"医药流通,医药商业,医药生物",
300092,科新机电,"机械设备,专用设备,能源及重型设备",
2173,创新医疗,"医疗服务,医药生物,医院",
2330,得利斯,"食品饮料,食品加工,肉制品",
600596,新安股份,"农药,农化制品,基础化工",
2078,太阳纸业,"轻工制造,造纸,大宗用纸",
603179,新泉股份,"汽车电子电气系统,汽车,汽车零部件",
1219,青岛食品,"烘焙食品,休闲食品,食品饮料",
688062,迈威生物-U,"化学制剂,化学制药,医药生物",
300868,杰美特,"电子,消费电子,消费电子零部件及组装",
300970,华绿生物,"种植业,食用菌,农林牧渔",
605016,百龙创园,"食品及饲料添加剂,化学制品",
301258,富士莱,"化学制药,原料药,医药生物",
688367,工大高科,"机械设备,轨交设备Ⅲ,轨交设备Ⅱ",
2166,莱茵生物,"食品及饲料添加剂,基础化工,化学制品",
688796,百奥赛图,"医疗研发外包,医疗服务,医药生物",
2818,富森美,"商贸零售,一般零售,商业物业经营",
605098,行动教育,"社会服务,教育,培训教育",
300904,威力传动,"风电设备,风电零部件,电力设备",
600980,北矿科技,"机械设备,专用设备,能源及重型设备",
603045,福达合金,"其他金属新材料,有色金属,金属新材料",
2846,英联股份,"金属包装,包装印刷,轻工制造",
300226,上海钢联,"计算机,垂直应用软件,软件开发",
593,德龙汇能,"燃气Ⅲ,燃气Ⅱ,公用事业",
2887,绿茵生态,"环保,环境治理,综合环境治理",
553,安道麦A,"农药,农化制品,基础化工",
605001,威奥股份,"机械设备,轨交设备Ⅲ,轨交设备Ⅱ",
603001,奥康国际,"服装家纺,鞋帽及其他,纺织服饰",
2755,奥赛康,"化学制剂,化学制药,医药生物",
300063,天龙集团,"传媒,广告营销,营销代理",
688315,诺禾致源,"其他医疗服务,医疗服务,医药生物",
761,本钢板材,"板材,普钢,钢铁",
300909,汇创达,"电子,面板,光学光电子",
2963,豪尔赛,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
300628,亿联网络,"通信设备,通信,通信终端及配件",
688391,钜泉科技,"半导体,模拟芯片设计,电子",
601996,丰林集团,"其他家居用品,轻工制造,家居用品",
688568,中科星图,"IT服务Ⅲ,IT服务Ⅱ,计算机",
603956,威派格,"其他专用设备,机械设备,专用设备",
920735,德源药业,"化学制剂,化学制药,医药生物",
920509,同惠电子,"通用设备,仪器仪表,机械设备",
300871,回盛生物,"农林牧渔,动物保健Ⅲ,动物保健Ⅱ",
300888,稳健医疗,"生活用纸,美容护理,个护用品",
600064,南京高科,"房地产,房地产开发,住宅开发",
603701,德宏股份,"汽车,汽车零部件,底盘与发动机系统",
920885,星辰科技,"机械设备,工控设备,自动化设备",
300409,道氏技术,"电池,电力设备,电池化学品",
688418,震有科技,"通信设备,通信,其他通信设备",
600276,恒瑞医药,"化学制剂,化学制药,医药生物",
688709,成都华微,"半导体,电子,数字芯片设计",
603207,小方制药,"化学制剂,化学制药,医药生物",
601798,蓝科高新,"机械设备,专用设备,能源及重型设备",
2326,永太科技,"氟化工,基础化工,化学制品",
688130,晶华微,"半导体,模拟芯片设计,电子",
688265,南模生物,"医疗研发外包,医疗服务,医药生物",
2757,南兴股份,"其他专用设备,机械设备,专用设备",
600252,中恒集团,"中药Ⅲ,中药Ⅱ,医药生物",
301007,德迈仕,"汽车,汽车零部件,底盘与发动机系统",
603200,上海洗霸,"环保,环境治理,水务及水治理",
601015,陕西黑猫,"煤炭,焦炭Ⅲ,焦炭Ⅱ",
920029,开发科技,"通用设备,仪器仪表,机械设备",
1360,南矿集团,"机械设备,专用设备,能源及重型设备",
300009,安科生物,"其他生物制品,医药生物,生物制品",
301050,雷电微力,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
600028,中国石化,"炼油化工,炼化及贸易,石油石化",
820,*ST节能,"环保设备Ⅲ,环保设备Ⅱ,环保",
600456,宝钛股份,"有色金属,其他小金属,小金属",
920179,凯德石英,"半导体材料,半导体,电子",
2287,奇正藏药,"中药Ⅲ,中药Ⅱ,医药生物",
600668,尖峰集团,"水泥制造,水泥,建筑材料",
603598,引力传媒,"传媒,广告营销,营销代理",
600753,*ST海钦,"原材料供应链服务,交通运输,物流",
688119,中钢洛耐,"建筑材料,装修建材,耐火材料",
600073,光明肉业,"食品饮料,食品加工,肉制品",
2489,浙江永强,"轻工制造,家居用品,成品家居",
601963,重庆银行,"城商行Ⅲ,银行,银行Ⅱ",
601921,浙版传媒,"出版,教育出版,传媒",
2327,富安娜,"服装家纺,家纺,纺织服饰",
603275,众辰科技,"机械设备,工控设备,自动化设备",
300149,睿智医药,"医疗研发外包,医疗服务,医药生物",
603029,天鹅股份,"机械设备,专用设备,农用机械",
2829,星网宇达,"航天装备Ⅲ,航天装备Ⅱ,国防军工",
2458,益生股份,"养殖业,农林牧渔,肉鸡养殖",
300394,天孚通信,"通信设备,通信,通信网络设备及器件",
2114,罗平锌电,"工业金属,有色金属,铅锌",
2696,百洋股份,"农林牧渔,水产饲料,饲料",
2198,嘉应制药,"中药Ⅲ,中药Ⅱ,医药生物",
603877,太平鸟,"非运动服装,服装家纺,纺织服饰",
605077,华康股份,"食品及饲料添加剂,基础化工,化学制品",
719,中原传媒,"大众出版,出版,传媒",
300102,乾照光电,"电子,光学光电子,LED",
920924,广脉科技,"通信工程及服务,通信,通信服务",
920445,龙竹科技,"轻工制造,家居用品,定制家居",
705,浙江震元,"医药流通,医药商业,医药生物",
301157,华塑科技,"其他电源设备Ⅲ,其他电源设备Ⅱ,电力设备",
848,承德露露,"软饮料,食品饮料,饮料乳品",
300645,正元智慧,"计算机,计算机设备,其他计算机设备",
300809,华辰装备,"通用设备,机械设备,机床工具",
2732,燕塘乳业,"食品饮料,饮料乳品,乳品",
751,锌业股份,"工业金属,有色金属,铅锌",
513,丽珠集团,"化学制剂,化学制药,医药生物",
2092,中泰化学,"基础化工,化学原料,氯碱",
300428,立中集团,"汽车,汽车零部件,轮胎轮毂",
603938,三孚股份,"其他化学原料,基础化工,化学原料",
603310,巍华新材,"氟化工,基础化工,化学制品",
300761,立华股份,"养殖业,农林牧渔,肉鸡养殖",
1389,广合科技,"元件,印制电路板,电子",
601229,上海银行,"城商行Ⅲ,银行,银行Ⅱ",
2863,今飞凯达,"汽车,汽车零部件,轮胎轮毂",
301287,康力源,"文娱用品,娱乐用品,轻工制造",
2344,海宁皮城,"商贸零售,一般零售,商业物业经营",
603669,灵康药业,"化学制剂,化学制药,医药生物",
688530,欧莱新材,"半导体材料,半导体,电子",
603277,银都股份,"制冷空调设备,通用设备,机械设备",
300485,赛升药业,"其他生物制品,医药生物,生物制品",
920819,颖泰生物,"农药,农化制品,基础化工",
603108,润达医疗,"其他医疗服务,医疗服务,医药生物",
301276,嘉曼服饰,"非运动服装,服装家纺,纺织服饰",
601003,柳钢股份,"板材,普钢,钢铁",
603231,索宝蛋白,"粮油加工,农林牧渔,农产品加工",
708,中信特钢,"钢铁,特钢Ⅲ,特钢Ⅱ",
300261,雅本化学,"农药,农化制品,基础化工",
2513,蓝丰生化,"农药,农化制品,基础化工",
2083,孚日股份,"棉纺,纺织服饰,纺织制造",
300247,融捷健康,"其他家电Ⅲ,其他家电Ⅱ,家用电器",
300905,宝丽迪,"基础化工,化学纤维,其他化学纤维",
600585,海螺水泥,"水泥制造,水泥,建筑材料",
600019,宝钢股份,"板材,普钢,钢铁",
2465,海格通信,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
301413,安培龙,"通用设备,仪器仪表,机械设备",
601088,中国神华,"动力煤,煤炭开采,煤炭",
300550,和仁科技,"计算机,垂直应用软件,软件开发",
2348,高乐股份,"文娱用品,娱乐用品,轻工制造",
301139,元道通信,"通信工程及服务,通信,通信服务",
600056,中国医药,"医药流通,医药商业,医药生物",
300205,*ST天喻,"通信设备,通信,通信终端及配件",
301252,同星科技,"家电零部件Ⅲ,家电零部件Ⅱ,家用电器",
600689,上海三毛,"综合Ⅲ,综合,综合Ⅱ",
2399,海普瑞,"化学制剂,化学制药,医药生物",
300053,航宇微,"半导体,电子,数字芯片设计",
603,盛达资源,"贵金属,有色金属,白银",
301176,逸豪新材,"元件,印制电路板,电子",
600992,贵绳股份,"金属制品,通用设备,机械设备",
600195,中牧股份,"农林牧渔,动物保健Ⅲ,动物保健Ⅱ",
301123,奕东电子,"电子,消费电子,消费电子零部件及组装",
688799,华纳药厂,"化学制剂,化学制药,医药生物",
300590,移为通信,"通信设备,通信,通信终端及配件",
603810,丰山集团,"农药,农化制品,基础化工",
2419,天虹股份,"百货,商贸零售,一般零售",
301251,威尔高,"元件,印制电路板,电子",
688010,福光股份,"光学元件,电子,光学光电子",
600271,航天信息,"IT服务Ⅲ,IT服务Ⅱ,计算机",
301229,纽泰格,"汽车,汽车零部件,底盘与发动机系统",
2044,美年健康,"医疗服务,医药生物,医院",
600814,杭州解百,"百货,商贸零售,一般零售",
603833,欧派家居,"轻工制造,家居用品,定制家居",
650,仁和药业,"中药Ⅲ,中药Ⅱ,医药生物",
605338,巴比食品,"预加工食品,食品饮料,食品加工",
688311,盟升电子,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
600796,钱江生化,"环保,环境治理,水务及水治理",
300003,乐普医疗,"医药生物,医疗器械,医疗耗材",
600051,宁波联合,"综合Ⅲ,综合,综合Ⅱ",
529,广弘控股,"食品饮料,食品加工,肉制品",
2003,伟星股份,"纺织服饰,纺织制造,辅料",
603273,天元智能,"机械设备,工程机械,工程机械整机",
688128,中国电研,"其他专用设备,机械设备,专用设备",
600873,梅花生物,"食品及饲料添加剂,基础化工,化学制品",
601636,旗滨集团,"玻璃玻纤,建筑材料,玻璃制造",
895,双汇发展,"食品饮料,食品加工,肉制品",
300101,振芯科技,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
603006,联明股份,"其他汽车零部件,汽车,汽车零部件",
2848,*ST高斯,"彩电,家用电器,黑色家电",
603676,卫信康,"化学制剂,化学制药,医药生物",
300030,阳普医疗,"医药生物,医疗设备,医疗器械",
301533,威马农机,"机械设备,专用设备,农用机械",
2474,榕基软件,"IT服务Ⅲ,IT服务Ⅱ,计算机",
688060,云涌科技,"计算机,计算机设备,其他计算机设备",
301522,上大股份,"其他金属新材料,有色金属,金属新材料",
688206,概伦电子,"计算机,垂直应用软件,软件开发",
2835,同为股份,"安防设备,计算机,计算机设备",
920028,新恒泰,"其他塑料制品,基础化工,塑料",
688166,博瑞医药,"化学制药,原料药,医药生物",
2539,云图控股,"农化制品,复合肥,基础化工",
2375,亚厦股份,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
2687,乔治白,"非运动服装,服装家纺,纺织服饰",
603707,健友股份,"化学制剂,化学制药,医药生物",
603233,大参林,"医药商业,线下药店,医药生物",
600774,汉商集团,"化学制剂,化学制药,医药生物",
2182,宝武镁业,"有色金属,其他小金属,小金属",
2643,万润股份,"电子,电子化学品Ⅲ,电子化学品Ⅱ",
603730,岱美股份,"车身附件及饰件,汽车,汽车零部件",
301020,密封科技,"汽车,汽车零部件,底盘与发动机系统",
2587,奥拓电子,"电子,光学光电子,LED",
920405,海希通讯,"机械设备,工控设备,自动化设备",
600182,S佳通,"汽车,汽车零部件,轮胎轮毂",
603278,大业股份,"金属制品,通用设备,机械设备",
600039,四川路桥,"基建市政工程,建筑装饰,基础建设",
429,粤高速Ａ,"交通运输,铁路公路,高速公路",
600601,方正科技,"元件,印制电路板,电子",
600096,云天化,"农化制品,磷肥及磷化工,基础化工",
300453,三鑫医疗,"医药生物,医疗器械,医疗耗材",
601825,沪农商行,"银行,银行Ⅱ,农商行Ⅲ",
603072,天和磁材,"有色金属,金属新材料,磁性材料",
688505,复旦张江,"化学制剂,化学制药,医药生物",
600353,旭光电子,"电子,其他电子Ⅲ,其他电子Ⅱ",
2873,新天药业,"中药Ⅲ,中药Ⅱ,医药生物",
300906,日月明,"通用设备,仪器仪表,机械设备",
605008,长鸿高科,"其他塑料制品,基础化工,塑料",
2656,*ST摩登,"非运动服装,服装家纺,纺织服饰",
2331,皖通科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
300676,华大基因,"医疗服务,医药生物,诊断服务",
603567,珍宝岛,"中药Ⅲ,中药Ⅱ,医药生物",
603115,海星股份,"被动元件,元件,电子",
603125,常青科技,"基础化工,化学制品,其他化学制品",
603173,福斯达,"机械设备,专用设备,能源及重型设备",
798,中水渔业,"农林牧渔,渔业,海洋捕捞",
300568,星源材质,"电池,电力设备,电池化学品",
603658,安图生物,"医药生物,医疗器械,体外诊断",
1387,雪祺电气,"家用电器,冰洗,白色家电",
1379,腾达科技,"金属制品,通用设备,机械设备",
600444,国机通用,"其他专用设备,机械设备,专用设备",
2536,飞龙股份,"汽车,汽车零部件,底盘与发动机系统",
600231,凌钢股份,"普钢,长材,钢铁",
300916,朗特智能,"电子,消费电子,消费电子零部件及组装",
2178,延华智能,"计算机,垂直应用软件,软件开发",
300846,首都在线,"IT服务Ⅲ,IT服务Ⅱ,计算机",
1217,华尔泰,"其他化学原料,基础化工,化学原料",
300727,润禾材料,"基础化工,化学制品,有机硅",
600288,大恒科技,"计算机,软件开发,横向通用软件",
2262,恩华药业,"化学制剂,化学制药,医药生物",
60,中金岭南,"工业金属,有色金属,铅锌",
2407,多氟多,"氟化工,基础化工,化学制品",
2565,顺灏股份,"包装印刷,轻工制造,纸包装",
2264,新 华 都,"传媒,广告营销,营销代理",
301026,浩通科技,"有色金属,其他小金属,小金属",
2589,瑞康医药,"医药流通,医药商业,医药生物",
301040,中环海陆,"风电设备,风电零部件,电力设备",
859,国风新材,"基础化工,膜材料,塑料",
301103,何氏眼科,"医疗服务,医药生物,医院",
600704,物产中大,"原材料供应链服务,交通运输,物流",
603018,华设集团,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
688004,博汇科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
999,华润三九,"中药Ⅲ,中药Ⅱ,医药生物",
600835,上海机电,"机械设备,楼宇设备,专用设备",
2737,葵花药业,"中药Ⅲ,中药Ⅱ,医药生物",
2882,金龙羽,"线缆部件及其他,电力设备,电网设备",
300972,万辰集团,"休闲食品,食品饮料,零食",
688199,久日新材,"基础化工,化学制品,其他化学制品",
2911,佛燃能源,"燃气Ⅲ,燃气Ⅱ,公用事业",
2628,成都路桥,"基建市政工程,建筑装饰,基础建设",
300785,值得买,"数字媒体,传媒,门户网站",
688118,普元信息,"计算机,垂直应用软件,软件开发",
932,华菱钢铁,"板材,普钢,钢铁",
2674,兴业科技,"纺织服饰,纺织制造,辅料",
600612,老凤祥,"纺织服饰,钟表珠宝,饰品",
2100,天康生物,"农林牧渔,畜禽饲料,饲料",
688468,科美诊断,"医药生物,医疗器械,体外诊断",
603085,天成自控,"车身附件及饰件,汽车,汽车零部件",
603508,思维列控,"安防设备,计算机,计算机设备",
2467,二六三,"通信,通信服务,通信应用增值服务",
601279,英利汽车,"其他汽车零部件,汽车,汽车零部件",
600987,航民股份,"印染,纺织服饰,纺织制造",
601949,中国出版,"大众出版,出版,传媒",
601107,四川成渝,"交通运输,铁路公路,高速公路",
301320,豪江智能,"机械设备,工控设备,自动化设备",
603171,税友股份,"IT服务Ⅲ,IT服务Ⅱ,计算机",
156,华数传媒,"电视广播Ⅲ,电视广播Ⅱ,传媒",
603009,北特科技,"汽车,汽车零部件,底盘与发动机系统",
2343,慈文传媒,"影视院线,影视动漫制作,传媒",
301559,中集环科,"金属制品,通用设备,机械设备",
300020,ST银江,"IT服务Ⅲ,IT服务Ⅱ,计算机",
605158,华达新材,"其他金属新材料,有色金属,金属新材料",
2161,远 望 谷,"电子,其他电子Ⅲ,其他电子Ⅱ",
603156,养元饮品,"软饮料,食品饮料,饮料乳品",
603409,汇通控股,"车身附件及饰件,汽车,汽车零部件",
2373,千方科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
300609,汇纳科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
301092,争光股份,"合成树脂,基础化工,塑料",
601566,九牧王,"非运动服装,服装家纺,纺织服饰",
301086,鸿富瀚,"电子,消费电子,消费电子零部件及组装",
2821,凯莱英,"医疗研发外包,医疗服务,医药生物",
2802,洪汇新材,"基础化工,化学制品,其他化学制品",
688358,祥生医疗,"医药生物,医疗设备,医疗器械",
605199,ST葫芦娃,"中药Ⅲ,中药Ⅱ,医药生物",
2390,信邦制药,"医药流通,医药商业,医药生物",
600975,新五丰,"养殖业,农林牧渔,生猪养殖",
300045,华力创通,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
603980,吉华集团,"纺织化学制品,基础化工,化学制品",
688098,申联生物,"农林牧渔,动物保健Ⅲ,动物保健Ⅱ",
2414,高德红外,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
688196,卓越新能,"基础化工,化学制品,其他化学制品",
300966,共同药业,"化学制药,原料药,医药生物",
2381,双箭股份,"基础化工,其他橡胶制品,橡胶",
603995,甬金股份,"钢铁,特钢Ⅲ,特钢Ⅱ",
2321,华英农业,"其他养殖,养殖业,农林牧渔",
2317,众生药业,"中药Ⅲ,中药Ⅱ,医药生物",
603633,徕木股份,"电子,消费电子,消费电子零部件及组装",
603708,家家悦,"超市,商贸零售,一般零售",
301209,联合化学,"基础化工,化学制品,涂料油墨",
301198,喜悦智行,"塑料包装,包装印刷,轻工制造",
605118,力鼎光电,"安防设备,计算机,计算机设备",
605499,东鹏饮料,"软饮料,食品饮料,饮料乳品",
300851,交大思诺,"机械设备,轨交设备Ⅲ,轨交设备Ⅱ",
603201,常润股份,"其他汽车零部件,汽车,汽车零部件",
600573,惠泉啤酒,"啤酒,食品饮料,非白酒",
2304,洋河股份,"食品饮料,白酒Ⅲ,白酒Ⅱ",
301387,光大同创,"电子,消费电子,消费电子零部件及组装",
2274,华昌化工,"基础化工,煤化工,化学原料",
2671,龙泉股份,"水泥,建筑材料,水泥制品",
601168,西部矿业,"工业金属,有色金属,铜",
603276,恒兴新材,"基础化工,化学制品,其他化学制品",
688515,裕太微-U,"半导体,模拟芯片设计,电子",
600235,民丰特纸,"轻工制造,特种纸,造纸",
2594,比亚迪,"汽车,电动乘用车,乘用车",
2081,金 螳 螂,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
601975,招商南油,"航运港口,航运,交通运输",
603283,赛腾股份,"机械设备,工控设备,自动化设备",
603458,勘设股份,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
300539,横河精密,"其他塑料制品,基础化工,塑料",
605266,健之佳,"医药商业,线下药店,医药生物",
603137,恒尚节能,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
563,陕国投Ａ,"信托,非银金融,多元金融",
3008,开普检测,"检测服务,专业服务,社会服务",
688478,晶升股份,"半导体设备,半导体,电子",
688306,均普智能,"机械设备,其他自动化设备,自动化设备",
603368,柳药集团,"医药流通,医药商业,医药生物",
570,苏常柴Ａ,"汽车,汽车零部件,底盘与发动机系统",
300055,万邦达,"炼化及贸易,其他石化,石油石化",
858,五 粮 液,"食品饮料,白酒Ⅲ,白酒Ⅱ",
688238,和元生物,"医疗研发外包,医疗服务,医药生物",
603330,天洋新材,"其他塑料制品,基础化工,塑料",
601225,陕西煤业,"动力煤,煤炭开采,煤炭",
2982,湘佳股份,"养殖业,农林牧渔,肉鸡养殖",
600507,方大特钢,"钢铁,特钢Ⅲ,特钢Ⅱ",
603198,迎驾贡酒,"食品饮料,白酒Ⅲ,白酒Ⅱ",
300886,华业香料,"化妆品,化妆品制造及其他,美容护理",
601456,国联民生,"证券Ⅲ,证券Ⅱ,非银金融",
600497,驰宏锌锗,"工业金属,有色金属,铅锌",
603177,德创环保,"大气治理,环保,环境治理",
300760,迈瑞医疗,"医药生物,医疗设备,医疗器械",
1279,强邦新材,"印刷,包装印刷,轻工制造",
2561,徐家汇,"百货,商贸零售,一般零售",
300564,筑博设计,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
600062,华润双鹤,"化学制剂,化学制药,医药生物",
603729,龙韵股份,"传媒,广告营销,营销代理",
603569,长久物流,"交通运输,物流,公路货运",
300660,江苏雷利,"电机Ⅲ,电机Ⅱ,电力设备",
603976,正川股份,"医药生物,医疗器械,医疗耗材",
688539,高华科技,"被动元件,元件,电子",
2481,双塔食品,"农林牧渔,农产品加工,其他农产品加工",
813,德展健康,"化学制剂,化学制药,医药生物",
419,通程控股,"商贸零售,一般零售,多业态零售",
301255,通力科技,"金属制品,通用设备,机械设备",
300017,网宿科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
2138,顺络电子,"被动元件,元件,电子",
601900,南方传媒,"出版,教育出版,传媒",
2392,北京利尔,"建筑材料,装修建材,耐火材料",
300601,康泰生物,"医药生物,生物制品,疫苗",
2762,*ST金比,"非运动服装,服装家纺,纺织服饰",
301069,凯盛新材,"其他化学原料,基础化工,化学原料",
301448,开创电气,"通用设备,其他通用设备,机械设备",
600893,航发动力,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
301299,卓创资讯,"数字媒体,传媒,门户网站",
603809,豪能股份,"汽车,汽车零部件,底盘与发动机系统",
301277,新天地,"化学制药,原料药,医药生物",
603916,苏博特,"水泥,建筑材料,水泥制品",
603680,今创集团,"机械设备,轨交设备Ⅲ,轨交设备Ⅱ",
709,河钢股份,"板材,普钢,钢铁",
2295,精艺股份,"工业金属,有色金属,铜",
300490,华自科技,"电力设备,电网设备,电网自动化设备",
301171,易点天下,"传媒,广告营销,营销代理",
2774,快意电梯,"机械设备,楼宇设备,专用设备",
600015,华夏银行,"银行,银行Ⅱ,股份制银行Ⅲ",
300237,ST美晨,"其他汽车零部件,汽车,汽车零部件",
301536,星宸科技,"半导体,电子,数字芯片设计",
300584,海辰药业,"化学制剂,化学制药,医药生物",
2799,环球印务,"包装印刷,轻工制造,纸包装",
300253,卫宁健康,"计算机,垂直应用软件,软件开发",
2299,圣农发展,"养殖业,农林牧渔,肉鸡养殖",
603132,金徽股份,"工业金属,有色金属,铅锌",
952,广济药业,"化学制药,原料药,医药生物",
603100,川仪股份,"通用设备,仪器仪表,机械设备",
600476,湘邮科技,"IT服务Ⅲ,IT服务Ⅱ,计算机",
408,藏格矿业,"农化制品,基础化工,钾肥",
601098,中南传媒,"出版,教育出版,传媒",
411,英特集团,"医药流通,医药商业,医药生物",
300981,中红医疗,"医药生物,医疗器械,医疗耗材",
688795,摩尔线程-U,"半导体,电子,数字芯片设计",
600613,神奇制药,"化学制剂,化学制药,医药生物",
600782,新钢股份,"板材,普钢,钢铁",
2007,华兰生物,"医药生物,生物制品,疫苗",
300604,长川科技,"半导体设备,半导体,电子",
401,金隅冀东,"水泥制造,水泥,建筑材料",
600866,星湖科技,"食品及饲料添加剂,基础化工,化学制品",
2144,宏达高科,"纺织服饰,纺织制造,其他纺织",
600108,亚盛集团,"种植业,其他种植业,农林牧渔",
430,ST张家界,"社会服务,自然景区,旅游及景区",
603214,爱婴室,"专业连锁Ⅲ,专业连锁Ⅱ,商贸零售",
300210,森远股份,"环保设备Ⅲ,环保设备Ⅱ,环保",
603188,亚邦股份,"纺织化学制品,基础化工,化学制品",
3002,壶化股份,"民爆制品,基础化工,化学制品",
2811,郑中设计,"装修装饰Ⅲ,装修装饰Ⅱ,建筑装饰",
603037,凯众股份,"汽车,汽车零部件,底盘与发动机系统",
688766,普冉股份,"半导体,电子,数字芯片设计",
600211,西藏药业,"其他生物制品,医药生物,生物制品",
300747,锐科激光,"机械设备,自动化设备,激光设备",
300434,金石亚药,"化学制剂,化学制药,医药生物",
688190,云路股份,"其他金属新材料,有色金属,金属新材料",
2338,奥普光电,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
300152,ST新动力,"环保,环境治理,综合环境治理",
2179,中航光电,"军工电子Ⅲ,军工电子Ⅱ,国防军工",
603073,彩蝶实业,"基础化工,化学纤维,涤纶",
300778,新城市,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
600865,百大集团,"百货,商贸零售,一般零售",
600545,卓郎智能,"纺织服装设备,专用设备",
2148,北纬科技,"通信,通信服务,通信应用增值服务",
669,ST金鸿,"燃气Ⅲ,燃气Ⅱ,公用事业",
301080,百普赛斯,"其他生物制品,医药生物,生物制品",
601801,皖新传媒,"大众出版,出版,传媒",
301167,建研设计,"建筑装饰,工程咨询服务Ⅲ,工程咨询服务Ⅱ",
601858,中国科传,"大众出版,出版,传媒",
3012,东鹏控股,"轻工制造,瓷砖地板,家居用品",
300417,南华仪器,"通用设备,仪器仪表,机械设备",
3029,吉大正元,"计算机,垂直应用软件,软件开发",
605177,东亚药业,"化学制药,原料药,医药生物",
600616,金枫酒业,"食品饮料,非白酒,其他酒类",
600760,中航沈飞,"国防军工,航空装备Ⅲ,航空装备Ⅱ",
300803,指南针,"计算机,垂直应用软件,软件开发",
300006,莱美药业,"化学制剂,化学制药,医药生物",
1366,播恩集团,"农林牧渔,畜禽饲料,饲料",
